k,E0_GPa_mm_minus_k,severity_index,p0_GPa,a_mm,a_over_D,is_valid
0.0556603773584906,68.9576257861635,0.567792295235239,6.62613048262905,0.46923807302548,0.0492897135530966,1
0.0556603773584906,69.4942610062893,0.57068050751541,6.65983589143882,0.468049160630106,0.04916482779728,1
0.0556603773584906,70.0308962264151,0.573561024871065,6.69345150055542,0.466872371512601,0.0490412154950212,1
0.0556603773584906,70.5675314465409,0.576433926534806,6.72697823462254,0.465707490564965,0.0489188540509417,1
0.0556603773584906,71.1041666666667,0.579299290327833,6.76041700181281,0.464554308094684,0.0487977214385172,1
0.0556603773584906,71.6408018867925,0.582157192695533,6.79376869424314,0.463412619648749,0.0486777961815912,1
0.0556603773584906,72.1774371069182,0.585007708741917,6.82703418837659,0.462282225844661,0.0485590573366241,1
0.0556603773584906,72.714072327044,0.587850912262942,6.86021434541126,0.461162932208096,0.0484414844756404,1
0.0556603773584906,73.2507075471698,0.590686875778764,6.89331001165666,0.46005454901692,0.0483250576698445,1
0.0556603773584906,73.7873427672956,0.593515670564974,6.92632201889822,0.458956891151261,0.048209757473872,1
0.0556603773584906,74.3239779874214,0.596337366682837,6.95925118475021,0.457869777949373,0.0480955649106484,1
0.0556603773584906,74.8606132075472,0.599152033008588,6.99209831299763,0.456793033068999,0.0479824614568276,1
0.0556603773584906,75.397248427673,0.601959737261823,7.02486419392749,0.455726484354023,0.047870429028784,1
0.0556603773584906,75.9338836477988,0.604760546033,7.05754960464977,0.454669963706139,0.0477594499691322,1
0.0556603773584906,76.4705188679245,0.607554524810108,7.09015530940866,0.453623306961337,0.0476495070337539,1
0.0556603773584906,77.0071540880503,0.610341738004518,7.12268205988423,0.452586353770984,0.047540583379305,1
0.0556603773584906,77.5437893081761,0.613122248976051,7.15513059548496,0.451558947487297,0.0474326625511867,1
0.0556603773584906,78.0804245283019,0.615896120057301,7.18750164363161,0.450540935053024,0.0473257284719563,1
0.0556603773584906,78.6170597484277,0.618663412577218,7.21979592003241,0.449532166895138,0.0472197654301616,1
0.0556603773584906,79.1536949685535,0.62142418688401,7.25201412895036,0.448532496822389,0.0471147580695787,1
0.0556603773584906,79.6903301886793,0.624178502367354,7.28415696346241,0.44754178192653,0.0470106913788372,1
0.0556603773584906,80.226965408805,0.626926417479971,7.31622510571123,0.446559882487078,0.0469075506814158,1
0.0556603773584906,80.7636006289308,0.629667989758569,7.34821922714964,0.445586661879451,0.0468053216259928,1
0.0556603773584906,81.3002358490566,0.632403275844179,7.38013998877791,0.444621986486342,0.0467039901771368,1
0.0556603773584906,81.8368710691824,0.635132331501916,7.41198804137438,0.443665725612195,0.046603542606323,1
0.0556603773584906,82.3735062893082,0.637855211640169,7.4437640257194,0.442717751400659,0.0465039654832625,1
0.0556603773584906,82.910141509434,0.640571970329254,7.47546857281305,0.441777938754891,0.0464052456675306,1
0.0556603773584906,83.4467767295598,0.643282660819545,7.50710230408664,0.440846165260601,0.0463073703004833,1
0.0556603773584906,83.9834119496855,0.645987335559089,7.53866583160839,0.43992231111171,0.0462103267974485,1
0.0556603773584906,84.5200471698113,0.648686046210744,7.57015975828332,0.439006259038544,0.0461141028401832,1
0.0556603773584906,85.0566823899371,0.651378843668838,7.60158467804773,0.438097894238435,0.0460186863695835,1
0.0556603773584906,85.5933176100629,0.65406577807537,7.63294117605828,0.437197104308648,0.0459240655786395,1
0.0556603773584906,86.1299528301887,0.656746898835779,7.66422982887593,0.436303779181541,0.0458302289056241,1
0.0556603773584906,86.6665880503145,0.659422254634275,7.69545120464495,0.435417811061866,0.0457371650275069,1
0.0556603773584906,87.2032232704403,0.662091893448767,7.72660586326706,0.43453909436613,0.0456448628535851,1
0.0556603773584906,87.739858490566,0.664755862565391,7.75769435657099,0.433667525663938,0.0455533115193212,1
0.0556603773584906,88.2764937106918,0.667414208592644,7.78871722847745,0.432803003621236,0.0454625003803819,1
0.0556603773584906,88.8131289308176,0.670066977475156,7.81967501515981,0.431945428945388,0.0453724190068685,1
0.0556603773584906,89.3497641509434,0.672714214507094,7.85056824520056,0.431094704332013,0.0452830571777324,1
0.0556603773584906,89.8863993710692,0.67535596434522,7.88139743974368,0.430250734413512,0.0451944048753689,1
0.0556603773584906,90.423034591195,0.677992271021607,7.912163112643,0.429413425709235,0.0451064522803818,1
0.0556603773584906,90.9596698113208,0.680623177956031,7.9428657706069,0.428582686577207,0.0450191897665133,1
0.0556603773584906,91.4963050314466,0.683248727968043,7.97350591333912,0.427758427167371,0.0449326078957323,1
0.0556603773584906,92.0329402515723,0.685868963288736,8.00408403367609,0.426940559376289,0.0448466974134757,1
0.0556603773584906,92.5695754716981,0.688483925572211,8.03460061772076,0.426128996803234,0.0447614492440372,1
0.0556603773584906,93.1062106918239,0.69109365590676,8.06505614497307,0.425323654707647,0.0446768544860974,1
0.0556603773584906,93.6428459119497,0.693698194825759,8.09545108845716,0.424524449967884,0.0445929044083911,1
0.0556603773584906,94.1794811320755,0.696297582318301,8.12578591484533,0.423731301041222,0.0445095904455065,1
0.0556603773584906,94.7161163522013,0.698891857839564,8.1560610845791,0.422944127925075,0.0444269041938104,1
