r_mm,pressure_MPa,pressure_GPa
0,5904.13263755258,5.90413263755258
0.00133280790813077,5904.1048786392,5.9041048786392
0.00266561581626153,5904.02160163592,5.90402160163592
0.0039984237243923,5903.88280575338,5.90388280575338
0.00533123163252307,5903.68848967588,5.90368848967588
0.00666403954065383,5903.4386515613,5.9034386515613
0.0079968474487846,5903.13328904095,5.90313328904095
0.00932965535691537,5902.7723992194,5.9027723992194
0.0106624632650461,5902.35597867421,5.90235597867421
0.0119952711731769,5901.88402345573,5.90188402345573
0.0133280790813077,5901.3565290867,5.9013565290867
0.0146608869894384,5900.77349056198,5.90077349056198
0.0159936948975692,5900.13490234812,5.90013490234812
0.0173265028057,5899.44075838291,5.89944075838291
0.0186593107138307,5898.69105207491,5.89869105207491
0.0199921186219615,5897.88577630297,5.89788577630297
0.0213249265300923,5897.02492341561,5.89702492341561
0.022657734438223,5896.10848523045,5.89610848523045
0.0239905423463538,5895.13645303356,5.89513645303356
0.0253233502544846,5894.10881757875,5.89410881757875
0.0266561581626153,5893.02556908687,5.89302556908687
0.0279889660707461,5891.88669724502,5.89188669724502
0.0293217739788769,5890.69219120574,5.89069219120574
0.0306545818870076,5889.44203958612,5.88944203958612
0.0319873897951384,5888.13623046696,5.88813623046696
0.0333201977032692,5886.77475139174,5.88677475139174
0.0346530056113999,5885.35758936572,5.88535758936572
0.0359858135195307,5883.88473085483,5.88388473085483
0.0373186214276615,5882.35616178463,5.88235616178463
0.0386514293357922,5880.77186753918,5.88077186753918
0.039984237243923,5879.13183295989,5.87913183295989
0.0413170451520538,5877.43604234428,5.87743604234428
0.0426498530601845,5875.68447944473,5.87568447944473
0.0439826609683153,5873.87712746721,5.87387712746721
0.0453154688764461,5872.01396906988,5.87201396906988
0.0466482767845768,5870.09498636176,5.87009498636176
0.0479810846927076,5868.12016090123,5.86812016090123
0.0493138926008384,5866.08947369459,5.86608947369459
0.0506467005089691,5864.00290519451,5.86400290519451
0.0519795084170999,5861.86043529846,5.86186043529846
0.0533123163252307,5859.66204334707,5.85966204334707
0.0546451242333614,5857.40770812248,5.85740770812248
0.0559779321414922,5855.09740784661,5.85509740784661
0.057310740049623,5852.73112017936,5.85273112017936
0.0586435479577537,5850.30882221685,5.85030882221685
0.0599763558658845,5847.83049048951,5.84783049048951
0.0613091637740153,5845.29610096018,5.84529610096018
0.062641971682146,5842.70562902215,5.84270562902215
0.0639747795902768,5840.05904949712,5.84005904949712
0.0653075874984076,5837.35633663316,5.83735633663316
0.0666403954065383,5834.59746410259,5.83459746410259
0.0679732033146691,5831.78240499978,5.83178240499978
0.0693060112227999,5828.91113183896,5.82891113183896
0.0706388191309306,5825.98361655197,5.82598361655197
0.0719716270390614,5822.99983048585,5.82299983048585
0.0733044349471922,5819.95974440054,5.81995974440054
0.0746372428553229,5816.86332846642,5.81686332846642
0.0759700507634537,5813.71055226182,5.81371055226182
0.0773028586715845,5810.50138477046,5.81050138477046
0.0786356665797152,5807.23579437889,5.80723579437889
0.079968474487846,5803.91374887379,5.80391374887379
0.0813012823959768,5800.53521543931,5.80053521543931
0.0826340903041075,5797.10016065425,5.79710016065425
0.0839668982122383,5793.60855048926,5.79360855048925
0.0852997061203691,5790.06035030395,5.79006035030395
0.0866325140284998,5786.45552484397,5.78645552484397
0.0879653219366306,5782.79403823796,5.78279403823796
0.0892981298447614,5779.0758539945,5.7790758539945
0.0906309377528921,5775.30093499903,5.77530093499903
0.0919637456610229,5771.46924351059,5.77146924351059
0.0932965535691537,5767.58074115862,5.76758074115862
0.0946293614772844,5763.63538893963,5.76363538893963
0.0959621693854152,5759.63314721384,5.75963314721384
0.097294977293546,5755.57397570171,5.75557397570171
0.0986277852016767,5751.45783348044,5.75145783348044
0.0999605931098075,5747.28467898043,5.74728467898043
0.101293401017938,5743.05446998158,5.74305446998158
0.102626208926069,5738.76716360963,5.73876716360963
0.1039590168342,5734.42271633237,5.73442271633238
0.105291824742331,5730.02108395579,5.73002108395579
0.106624632650461,5725.56222162013,5.72556222162013
0.107957440558592,5721.04608379596,5.72104608379596
0.109290248466723,5716.47262428006,5.71647262428006
0.110623056374854,5711.84179619129,5.71184179619129
0.111955864282984,5707.15355196642,5.70715355196642
0.113288672191115,5702.40784335579,5.70240784335579
0.114621480099246,5697.60462141899,5.69760462141899
0.115954288007377,5692.74383652042,5.69274383652041
0.117287095915507,5687.82543832472,5.68782543832472
0.118619903823638,5682.84937579224,5.68284937579224
0.119952711731769,5677.81559717434,5.67781559717434
0.1212855196399,5672.72405000858,5.67272405000858
0.122618327548031,5667.57468111397,5.66757468111397
0.123951135456161,5662.36743658596,5.66236743658596
0.125283943364292,5657.10226179147,5.65710226179147
0.126616751272423,5651.77910136377,5.65177910136377
0.127949559180554,5646.39789919731,5.64639789919731
0.129282367088684,5640.95859844242,5.64095859844242
0.130615174996815,5635.46114149998,5.63546114149998
0.131947982904946,5629.90547001592,5.62990547001592
0.133280790813077,5624.29152487568,5.62429152487568
0.134613598721207,5618.61924619858,5.61861924619858
0.135946406629338,5612.88857333205,5.61288857333205
0.137279214537469,5607.09944484581,5.60709944484581
0.1386120224456,5601.2517985259,5.6012517985259
0.13994483035373,5595.34557136868,5.59534557136868
0.141277638261861,5589.38069957464,5.58938069957464
0.142610446169992,5583.35711854219,5.58335711854219
0.143943254078123,5577.27476286127,5.57727476286127
0.145276061986254,5571.13356630693,5.57113356630693
0.146608869894384,5564.93346183272,5.56493346183272
0.147941677802515,5558.67438156404,5.55867438156404
0.149274485710646,5552.3562567913,5.5523562567913
0.150607293618777,5545.97901796308,5.54597901796308
0.151940101526907,5539.54259467903,5.53954259467903
0.153272909435038,5533.04691568279,5.53304691568279
0.154605717343169,5526.49190885467,5.52649190885467
0.1559385252513,5519.87750120431,5.51987750120431
0.15727133315943,5513.20361886314,5.51320361886314
0.158604141067561,5506.47018707676,5.50647018707676
0.159936948975692,5499.67713019714,5.49967713019714
0.161269756883823,5492.82437167476,5.49282437167476
0.162602564791954,5485.91183405056,5.48591183405056
0.163935372700084,5478.93943894778,5.47893943894778
0.165268180608215,5471.90710706365,5.47190710706365
0.166600988516346,5464.81475816093,5.46481475816093
0.167933796424477,5457.66231105935,5.45766231105935
0.169266604332607,5450.44968362687,5.45044968362687
0.170599412240738,5443.17679277076,5.44317679277076
0.171932220148869,5435.84355442862,5.43584355442862
0.173265028057,5428.44988355916,5.42844988355916
0.17459783596513,5420.99569413287,5.42099569413287
0.175930643873261,5413.48089912249,5.41348089912249
0.177263451781392,5405.9054104934,5.4059054104934
0.178596259689523,5398.26913919374,5.39826913919374
0.179929067597653,5390.57199514443,5.39057199514443
0.181261875505784,5382.813887229,5.382813887229
0.182594683413915,5374.99472328323,5.37499472328323
0.183927491322046,5367.11441008468,5.36711441008468
0.185260299230177,5359.17285334191,5.35917285334191
0.186593107138307,5351.16995768364,5.35116995768364
0.187925915046438,5343.10562664767,5.34310562664767
0.189258722954569,5334.97976266961,5.33497976266961
0.1905915308627,5326.79226707139,5.32679226707139
0.19192433877083,5318.54304004962,5.31854304004962
0.193257146678961,5310.23198066372,5.31023198066372
0.194589954587092,5301.85898682385,5.30185898682385
0.195922762495223,5293.4239552786,5.2934239552786
0.197255570403353,5284.9267816025,5.2849267816025
0.198588378311484,5276.36736018331,5.27636736018331
0.199921186219615,5267.74558420905,5.26774558420906
0.201253994127746,5259.06134565485,5.25906134565485
0.202586802035877,5250.31453526951,5.25031453526951
0.203919609944007,5241.50504256187,5.24150504256187
0.205252417852138,5232.63275578691,5.23263275578691
0.206585225760269,5223.69756193162,5.22369756193162
0.2079180336684,5214.69934670059,5.21469934670059
0.20925084157653,5205.63799450137,5.20563799450137
0.210583649484661,5196.51338842955,5.19651338842955
0.211916457392792,5187.32541025357,5.18732541025357
0.213249265300923,5178.07394039926,5.17807394039926
0.214582073209053,5168.75885793408,5.16875885793408
0.215914881117184,5159.38004055112,5.15938004055112
0.217247689025315,5149.93736455275,5.14993736455275
0.218580496933446,5140.43070483402,5.14043070483402
0.219913304841576,5130.85993486568,5.13085993486568
0.221246112749707,5121.22492667701,5.12122492667701
0.222578920657838,5111.52555083817,5.11152555083817
0.223911728565969,5101.7616764424,5.1017616764424
0.2252445364741,5091.93317108772,5.09193317108772
0.22657734438223,5082.03990085839,5.08203990085839
0.227910152290361,5072.08173030604,5.07208173030604
0.229242960198492,5062.0585224303,5.0620585224303
0.230575768106623,5051.97013865927,5.05197013865927
0.231908576014753,5041.81643882942,5.04181643882942
0.233241383922884,5031.59728116528,5.03159728116528
0.234574191831015,5021.31252225858,5.02131252225858
0.235906999739146,5010.96201704712,5.01096201704712
0.237239807647276,5000.54561879318,5.00054561879318
0.238572615555407,4990.06317906147,4.99006317906147
0.239905423463538,4979.51454769674,4.97951454769674
0.241238231371669,4968.89957280088,4.96889957280089
0.2425710392798,4958.21810070963,4.95821810070963
0.24390384718793,4947.46997596875,4.94746997596875
