k,a_mm,h_mm,p0_MPa,p0_GPa,severity_index
0.73391959798995,0.638464182931593,0.0493897888775191,4373.54168977444,4.37354168977444,0.374768242317913
0.738844221105528,0.641749299119844,0.0497580299306403,4334.58926365873,4.33458926365873,0.371430413778738
0.743768844221106,0.645107067611125,0.0501380839578662,4295.23383706657,4.29523383706657,0.368058052178962
0.748693467336683,0.648540617769269,0.0505305146448551,4255.46432387905,4.25546432387905,0.364650207550437
0.753618090452261,0.652053281081177,0.0509359252380758,4215.26905900706,4.21526905900706,0.361205880313132
0.758542713567839,0.655648608562654,0.0513549621639339,4174.63575765013,4.17463575765013,0.357724017784026
0.763467336683417,0.659330390054248,0.0517883190610736,4133.55147078801,4.13355147078801,0.354203510363186
0.768391959798995,0.663102675656519,0.0522367412827479,4092.00253647098,4.09200253647098,0.350643187359845
0.773316582914573,0.666969799593164,0.0527010309353783,4049.97452641521,4.04997452641521,0.347041812416159
0.778241206030151,0.67093640683649,0.0531820525303965,4007.45218733862,4.00745218733862,0.343398078480288
0.783165829145729,0.675007482884449,0.0536807393395303,3964.41937639146,3.96441937639146,0.339710602273447
0.788090452261307,0.679188387143425,0.0541981005593426,3920.85898993936,3.92085898993936,0.335977918187341
0.793015075376884,0.683484890448784,0.0547352294096248,3876.75288484443,3.87675288484443,0.332198471538745
0.797939698492462,0.687903217348341,0.0552933123129134,3832.08179125645,3.83208179125645,0.328370611096593
0.80286432160804,0.692450093886238,0.0558736393298538,3786.82521576918,3.78682521576918,0.324492580783461
0.807788944723618,0.697132801760503,0.056477616058537,3740.96133360963,3.74096133360963,0.320562510437271
0.812713567839196,0.701959239892559,0.0571067772467672,3694.46686830474,3.69446686830474,0.316578405499946
0.817638190954774,0.706937994648395,0.0577628024163593,3647.31695700242,3.64731695700242,0.312538135476791
0.822562814070352,0.712078420198206,0.0584475338604806,3599.48499930183,3.59948499930183,0.308439420982772
0.82748743718593,0.717390730806055,0.0591629974518886,3550.94248705773,3.55094248705773,0.304279819158477
0.832412060301507,0.722886107218992,0.0599114267958312,3501.65881215061,3.50165881215061,0.300056707197959
0.837336683417085,0.728576819796344,0.0606952913818179,3451.6010486346,3.4516010486346,0.295767263681021
0.842261306532663,0.734476371611293,0.0615173295406555,3400.73370496459,3.40073370496459,0.291408447341586
0.847185929648241,0.740599665503724,0.0623805872067353,3349.01844112396,3.34901844112396,0.286976972828407
0.852110552763819,0.746963200013085,0.0632884637335484,3296.41374438119,3.29641374438119,0.282469282920695
0.857035175879397,0.753585300336459,0.0642447663304763,3242.87455603436,3.24287455603436,0.277881516543897
0.861959798994975,0.760486392027215,0.0652537751052805,3188.35183977632,3.18835183977632,0.273209471782967
0.866884422110553,0.767689327192937,0.0663203212429803,3132.79208012158,3.13279208012158,0.26844856290262
0.871809045226131,0.775219775633795,0.0674498815749657,3076.1366965289,3.0761366965289,0.26359377014358
0.876733668341709,0.783106696917115,0.0686486937587883,3018.3213552308,3.0183213552308,0.25863958075333
0.881658291457286,0.791382914141545,0.0699238975944762,2959.27515605978,2.95927515605978,0.253579919305351
0.886582914572864,0.800085816581021,0.0712837097858487,2898.91966535054,2.89891966535054,0.248408064828641
0.891507537688442,0.809258227208878,0.0727376419189036,2837.16775773953,2.83716775773953,0.243116551561656
0.89643216080402,0.818949483313033,0.074296774878315,2773.92221857864,2.77392221857864,0.237697049193314
0.901356783919598,0.829216795568118,0.0759741078196319,2709.07404356248,2.70907404356248,0.232140217158272
0.906281407035176,0.840126975390526,0.0777850068732053,2642.50035131069,2.64250035131069,0.226435525766361
