a_hom_mm,a_fgm_mm,delta_a_percent,h_hom_mm,h_fgm_mm,delta_h_percent,p0_hom_MPa,p0_fgm_MPa,p0_hom_GPa,p0_fgm_GPa,delta_p0_percent,severity_index
0.350345122901901,0.531790355344176,51.7904262343849,0.0257860725086446,0.0396873553882393,53.9100433962341,11669.9901323666,5904.13263755258,11.6699901323666,5.90413263755258,-49.4075610126052,0.505924389873948
