k_reference,E0_reference_GPa_mm_minus_k,severity_index_reference,p0_reference_GPa,a_reference_mm,a_over_D_reference,validity_limit_a_over_D
0.497,85.325,0.505924389873948,5.90413263755258,0.531790355344176,0.055860331443716,0.2
