E0_reference_GPa_mm_minus_k,k_reference,a_reference_mm,h_reference_mm,p0_reference_MPa,p0_reference_GPa,severity_index_reference,a_over_D_reference
85.325,0.497,0.531790355344176,0.0396873553882393,5904.13263755258,5.90413263755258,0.505924389873948,0.055860331443716
